PATH,TYPE,VALUE,MTIME
/SOFTWARE/Microsoft/IdentityCRL/Immersive/production/Token/S-1-15-2-536077884-713174666-1066051701-3219990555-339840825-1966734348-1611281757/DeviceId,SZ,0018C0051004273E,
/SOFTWARE/Microsoft/IdentityCRL/Immersive/production/Token/S-1-15-2-536077884-713174666-1066051701-3219990555-339840825-1966734348-1611281757/ApplicationFlags,DWORD,0x00000001,
/SOFTWARE/Microsoft/IdentityCRL/Immersive/production/Token/{28520974-CE92-4F36-A219-3F255AF7E61E},KEY,,2022-04-11 14:18:59
/SOFTWARE/Microsoft/IdentityCRL/Immersive/production/Token/{28520974-CE92-4F36-A219-3F255AF7E61E}/DeviceTicket,BINARY,%01%00%00%00%01%00%00%00%D0%8C%9D%DF%01%15%D1%11%8Cz%00%C0O%C2%97%EB%01%00%00%00%C6(%89%0B`b%B9B%A3%19%A2%0ER|%13N%00%00%00%00%02%00%00%00%00%00%10f%00%00%00%01%00%00 %00%00%00%C6%D1I|%C4%B1hM%9FW%B7u%85%05:%FF%1EM(F%E2%A0%D1%16%DF%F3%B5%E1i%81%C7%E7%00%00%00%00%0E%80%00%00%00%02%00%00 %00%00%00%CF%E9f%AC%C5/%A0%25d%9F%D9%9B%10%D1%B57%80s %DA%B0%2C%FA%AE%10%E5%D2N^D(%1D%A0%06%00%00%DD%AC%F9%C9%A9%EE%A4/%F8%94%C9%0FL%10I/%B0p%10%07g%A1+y%B2g%0C%F5%EF%C1%D2%F6%C7e%D0xHO%E7%D3%E6%0E%1EQZ%11%13%B8%8F%08`T'%E1%02%E9%96%1E%FF%0A%EF%050%DE%8B%00%19%DC%0Faq6%B1%89JNt%1C%C3%12%E6%E8%B0%8FD%8D%C3:%E6%AA]t%C7%E0%E8%93%A4%A5%CA%0E%EA%C3$\%00%1B%FD%0Fy%EE%BAO%9DT%81%DFK%D4=%FE6%C9%1C%8B%95%89?%F3%06%08%01%AA%C9%C8%C6%DD%EF%81%22y%1D%CC%F1%F9%FBO;O%E5%EC.~Rn%EF%DD%E3%C7 %91I%EE %A7%C0%FBd%EB%12_%B3%C7%F5%8B%8C%92%DC%22%8Cv%22(%D2%00%F1;]X%F59%D7%A2%04M%DAl?%CE%8C%B2T%C9D(P%93h{%22l.%04%06%0Bb%E3xW%C4%14&%88%05X%9B'VG%08%A0%CE%14*E]%F3%A5%88%C1)u%8A%E1c%0B%9B-%A3%F5%C3%D3%E5%CA%96%E6%EE%99%E3%1C:'%D0%1De%A5%8D%80w%AD%8A%F6%0B%97%B5d %09%F7%90%2C%AC%9D_%88%13%F6%02%CF%F6%FA?%C5z%A89%A8%05}%1B%88%ED%10%EA%DB%A9#'%E61m%8A%B6.%8B%9Dp%17%D2%01e[NYa^%F7%CDwn%96l%98%E6%83:%89%13%AER%D7%BC%D8%1F%86Q%10%99%AF3d%C2%B3s%C5X%92$%A4%CC)%DA%FF%C9%93%EEns%04%A0r%FC%1D%A0|%12%F3S%9C%F0%B0Q%D2%B1%A9%01%02%94M%92%BC%E4h%F2mVN%B6%15%F8%1D%CF%DE%8C%F5%8A%985%ED%C6%D2%84H%F1%14gv%82%AA'%FF%B8%DC%CCFK%1E%BFlW%8E%BD%CE%C2n%F0%AE%BA;%EA_%C6(6%A5%1A%25%10J<'v%BB%AA%E1%8D%F0T%B7!%B7%EB2%1A%9F%F2%B6E%A9%EB<%DC%ACv%A6%99%14%0E%90%01%AF%EA%CE%F0kP%89O%98%A1%88%04<%81%EE%A7%1B%804%B2%B0%AF%ED-u%D2%A30%0C%82%9AM%0A%E0%EE%BDj@E%0A%94%FE%FD%B1%BA%D3n%8FN%E1%85c%958%90%88%E0%07%18%A4%AC%91%B0%DD%A6%2Cm%1B|L1%83%1C%C6|%F2%A7`%EE8fm%FA%DBI%F2p%F1%FFOo<%02M%CAG%05%96%1EW4%EC%A7%13%F4%1D%CA|k%95xh%DDLa%E2%D3%04%0220S%1B%CF%BCqy%DF%93k%A1%D3pOb%EF%18%98%F4%BE%95q%06%18pH|h%9F%B0%CE%F4%8D%F8%E7%9F>%7F%B6%80%B0m`%F9X%BF%8F;%84%A4%90%14%C7%F0=%15%E9%E9%D3%F7%A3g%17%B0%9A%A5%CAOy=F_%9FaS%14%9BH}*%BE%CC%D8<9fr%E9%22f Y%CC%B1%F6F|%D2!L%C0%06%A9%00%DB%E9%1D%A9%1C'c%9F%9C%D9%E9%C3%1B%84%EEO%E0%B5%EE%D1%FFn:%86%B1/%03%BB%1E%A9%CA%0A%C1%BE%C1C%99%E6q%A2u%BE%8F%95%E6%C7>%A3%AC%F2%98%7FFy[2%0A%97hObt%B9%DC@%E0%B4[%9E%D1%E6%1A%07%1E%95b%FFy%03%820%A7S%9B%1F%8C@p%ED%D1%08%B1Y%19%B1[u%F8p;bk%AA%0E%06G%AE%D3l%D8NF%D1%E5wO%FD%E1_}%C2%DB%E1%A7%9A8%BE%F8%A80%C3%C9?%95$e%25N%CD`%A6%06{2S%14%06%FE%A4%9F%C9%99%8A%F1%13%CB%CD%B66%05N%B2%A0%16a%8BQ%A3G#%1C%F9%FA%0FC%F7%0A%86v%06%A8C_T%AC%E1%AC%0A%00%25%9D%B8%09%A9%BF%BC%22%D9O%A2%E0%0Da-%C8%89f2%8FT%E6%F2%B5%E4%A5%2C%1D%E6%F9%B3%1C@%98%B9V%DF%ED%19%D2%D5%92%13_\%12%9F_.FNr[%DB%E8%92%9A:%D6%D6%01%FD%99%F6$~^%A3%94%B9%C1a%E8Q%05%ED%DE%B7*B%DE%EF%D9%8E3%AE%A4%7F%F2%97X%A9%B4%9CJ`%8A%FE%DA8+`@%03:%F4%1C-5%C8u%0F%F9%D7a%EEN%C2%A3M%BA%FB%88%84%9ER{%8E%9B%A3%E1#M%E2%A7%0Bu%FAZ%03%A3%B2%AA%02S?%15a%C0%10%FF%B3%F5%8A%C8%B6%87Ik%D2%DF%B7jU%BB%AF%C4i%E1%90%D4P^%0B%166%A2'%C2_%E5%CD%DB%012%00*2%9B%D2%DAOz%D3%EF%86x%01%BC%DE%CF5%DF%01%9BN%13%AE%A1%16%D6%EAq'%FA%2C%DC%95Xv%A0%BFZ%22%D1n%E1%E6%9E%E9%2C%00$%97%BDxo%BA;%DE%2C%93%A0%9Fp%1C%E7%D8C:%D85%99%C9%F7%A0%F6%13%BD%D9%1A%CB%98%0B^%FEN%85#%FEl%10%CCAD%F3%D0%00%E3%B2%D5&%18%B2%D9%9A1%B5D%7F%02ss%E0%B2Po%80%AEoL%09%07%D8%81J0%E2%AF%BCW%C5L%8CS%C42%E5%B1R%1C%B2%95h%B6%CB%F6Q7%90%14%D6%BEo%15%08H5p%B2%8A%93%AC%C3%99%E2%C1!%1C%EC%AE%FAp%A1%A4%DC[%7F%09%BE%F7%F5L%A9%85<%9A%15Z%2Cl%19b%CE%A5m]%04%C9%F6%040%DD!%06(%A0Z%90%07%C5%84%E0%B4b6(%BC%AE)%9F%C7e%9A%0D%F7%E2%B6FK%BBn%86%1C#Lb@%AB%DDmt%15g%CE}%0C%BD%BF%A1%E0h%AE%A93%E1%E3%EFXR%D4%A0%A7r'%81%8D 5%FA%EF%99_%1B%F8K%F2%E8%93%DB%B2%F4%E9(%82%1A%CE%9C%E4%E7%00%E7%88%F6T%A9%E0K%DD%13%1E%25}9y-%85T}%BD%FC:%DEJ%DD%1C%D7%01[U%C4e{r%9C%C2%11i%AE%A5%C2%A9%A7%B76%91|%B3%E7Py%CF%B1%D5JM%C9%86lj%B1 *}%89r%DD%0FQ%15Lr%9D%EA%01*12%1D%B6%BB%A5%90%FB%E2%AEn%F0%95]%CF%00%A1%D4%8D%9F-;M%E2b%ED%A4\%E4%C7>%A9+%9B%F6%F7%D6%DDptk%9BC%EC%E4%9AJi%09%17:i%98%0B%81%87%D5%A4%D5%A6%B3~%13#C%E8%8F%C1Y`%13%92%AF%8B%8F%D6{^C%B2-I%9C%D4%1B%A0%11%DA%90%B9%EB%1A%BD%87DM%AD%93%AA%D8%B9%95%C7%00%AF@%CB%B9-%17%F8%FF|7%00%D8e%9C%A6W%B67I%B7%FA%F9%8ED%F6%ABM%FDC@%F8%BC%A7%81;%D7%25B%A3%1C}%BB0%E0E%03%13%B2%BC%B8hr%DD%1DM%B9%8Dm%CDi%E7iu%D1%00%80\%ED%25*%A3%CF#%AC}%B7%95%ADK%08%0A+%EF%8D%E5%88e%8D%0B%F9E%2C%85G.l%BC%CE%99%84%EA%A0%AD%18%E3%A4%11%F5@%8D%07%9A%F6%A7%F7%E1l%B0L%0D%F2%D05=%CA%1F%E6%10*%8B-%81#h%88%93%81Z%8CB%C1%EA%02%B9%E1%83%E7%F3%00#%91%87o%B9@%00%00%00%F6%C0Q%A3%0E%ADFy%9EL.7%8B%18:%91%F0%FB96%C9TIm%81%BA3%D3q%D0%9B%C0t%99%8C%D7V%08%A2%E5C%1C<%1E%D7%E0z%85+%81%F1%ECa%13%A7f*(%CE1%C5`%DD_,
/SOFTWARE/Microsoft/IdentityCRL/Immersive/production/Token/{28520974-CE92-4F36-A219-3F255AF7E61E}/DeviceId,SZ,0018C0051004273E,
/SOFTWARE/Microsoft/IdentityCRL/Immersive/production/Token/{28520974-CE92-4F36-A219-3F255AF7E61E}/ApplicationFlags,DWORD,0x00000001,
/SOFTWARE/Microsoft/IdentityCRL/Immersive/production/Token/{4B0964E4-58F1-47F4-A552-E2E1FC56DCD7},KEY,,2022-04-11 14:18:16
/SOFTWARE/Microsoft/IdentityCRL/Immersive/production/Token/{4B0964E4-58F1-47F4-A552-E2E1FC56DCD7}/DeviceTicket,BINARY,%01%00%00%00%01%00%00%00%D0%8C%9D%DF%01%15%D1%11%8Cz%00%C0O%C2%97%EB%01%00%00%00%C6(%89%0B`b%B9B%A3%19%A2%0ER|%13N%00%00%00%00%02%00%00%00%00%00%10f%00%00%00%01%00%00 %00%00%00%9C%95s%D8}O%18%0A%D1%F2%B7}%02V%E0@2%11%C3%0Fe%03%0A%88%D2U%E4.%E6%98%E1%E6%00%00%00%00%0E%80%00%00%00%02%00%00 %00%00%00M9%0B%AD%A7'%1D%06M %8D;%C41%B1%8D%BB%D6%A2B%0Dd%B6{%9F%F7y%14%A5%8F%03%9E%90%06%00%00%CF%A8%9E%12%98R%A2%F8%D8I%D6C%BDwR%ED%01M%DE%F7%F6ad%E5%9B%11%E4%A5%0F%96%A1i;)%E3<<%06%0E%00p%FB*%88%B7%CFrO=%05[^%C6%AB%15#>%94%92%03%0A%BAu%C9%CD_%EF%CA%F5%8C%D1%99%0BS%8Dd92)%905H%D0T&%AB%A2v''8%81%DA5%8D%02%05oq%B0VH%C3^%E2%83%01%FA%B6%19G%DEt%BD%F2%D6%C5~M%E8(%0B%8A%C1D)%15WK%A6dj%EB9%BD&em%1E%12%00%9C%B1%05(%A5tl%8C%FC%CB%1Eiv%C4%F0%DAs%EB%03%1A%C3D%AE%A3%15%E7%FB%DF%94y%1F%EB%C6o%14%07%96(%D7%EB%C3%E9%D7%ABW;%1B%F74M6%9F!\%12%97%FAPc%D4%25%C0%03%97tR%EE%9B*%A0%CA%FF%9F%92_%D7%B9%86%FD%F5<%CF%02%E3xY%F0%19v%F1%A9@%CAK%8E%B8%16%0B%E3K%17%BDr%9F%0Ee%01w%DEB%90g%C4%BA%D2%83%EB%C3%7F%91%9E%C3%06%957%850%97%95%95%18%87%A8%14^l:{%BAx%07%10%D5?m%D6:yQ%EC%08%FB%25$wi%C6%E4%DD%8D%80%A3k%02O%ED83%F8X%B8%90%EE%E3%AA%1C%0BH%CE%94%AE%92%A2X%02%E3j7%ABEa%FA%22%9C%F4%ABu%CC%C5h^%86h%A9H6%9A%E8%B7%85G%E5%A3%884Q%E9+%18gm5%0B%F7f}%EF%14%E3&%87G%A6G%A3C#%80i%B9%A3%BFU%ACYx%C0%E3%0A%01%9FD%CA%C3%8D%0D%CC7%AFj%0E%E6%D6%BA!%1A%83)Q%EC%EE%1A%DB%DE%94%C3%0F!%BBE%10%DF`%E30%8D%CAm%2C%0E%EA%FC%F60`%C8%7F%E3}%BE%0FI-%B4%FDi:T%CBB%EDJ46%ED%FF}*%9AM%F0%BCar<F%D5%D9%AA%96%DC%F9%7FQ$6%D5%0Fh%0D%1B%09a%E2m\d%B6%AC7j%DBwj%A0%DDm%1B%0C%E2T%D0%84%AB4%AC%14U%8D%B3]/%C1%D3%B0%D6%C5%A3cU%83%E190%D6+%9Ak}%BC(%99SU%09%2C%02%D4%0CCH%F6%B5%BBK%F9<c%9C%2C}%94U;8%A7%FCK%DB]%DF%80Z%C2%E9%06%DB%EF%0C>yv%A6%CE%BB8%F76%A8%A5%B0%A6%A9i%1CDsN4%A8%E0Z%01%DDE%F9%98\%91b%91{%D9<%96O%96e%7FH%E0%ED%E7%D4w%C1%82q%A0%C6%E3%EE%F9%FE%7F%8A%DD<OX%E7\%BE%7F`%E3%833%B3%ACF;%03~:n%96%16%C9%FF%0B%98%8B%18%2C7%FA%F2%D3%032!%B2%1Dr%9F*1TZ%9E%D5`Y%C3%1C%FFv%8B%04%CFT%9D%AA%D6%1DX%DFN%95%00%E1<%FB%C5%BA%A2s-%C5%B6%05RB%B3%B8x%C9%8E%9A]%A4%8B%2C%BFN%1A%2CG%F0KD%E4%14v%B2%C0%99%843%98=%1Fd%EEG%DC%0D%A61%C0Ss%08%14%CB0&%9E|B%DCO^%FA%8A%10%AD%FDA%18%D6%EEl%BDW%8D%C4%16lK%02%E3%96%DC%0F%15c%F2H%1B%D6%1E%F3j%86D%BC%AB%F4%E7%F3%C4b%85%E9f%09T%90%8B6%04O%84%CAN%B5%CB2Oz%F1%C6z_h%84%8B%C3+%DF\%9D%E5K2%FF%E0%0B%CB4%D0%22Qd/%DF\%CAM%8A%A1}%9Fk%BAYgZ%05%B4r%06%D4%9D%95%90%C80Z%B2^%9EX%1E%8F%0D%ED%8E3g%A7%AF%A8%05%B2%E6:3%A8u%80af%1C%01%B9%10%02%00%00%05%08%0A%11q%02%EB%08%D9%F6t%FF%FEFR%80g%BA%8Bd%DCg<%0A(z%E2%09%DA%91%DE{x%0F%F2K%13%84%D9%B4%E9%85%E3%F5jUD%12%D8%EBr%9B%BF%EB %E8%13#%FD%FC%9E%E3%9D%8A_%B3%B0%B3qhY9%BE%BA%9Bh%0Fh%B4%9A>%C9%94%E5%C59%BE%F9TV%85t%BE%E8%EF%97%A5%F9\%D8f%B6%DB%9E%0C%E4%DC%CE%0Cn%85%ADz=%BA%13%A2%FBqo%CB%C0%DB%9D%D1%AB%EAN%F7%EB%D7%E3%E1%25$%E1%8C%FA%C7%8E%8E%8FN%97%B3%1F%D1%F8p%C9%B3%CD2%F1%F4%D7G%EB5r%AF%0A%D3e%DE%F6%15%E7\%1C%92%07%C6lm%1F%12%9Bc%1D%87T%08%ECZ%03H%FA%8B%A8%C4%D2j%05|B%0A%FC%E4>%DDp%92%83%AF%7F%D3%86%B5Pd%0E%13A%CE%06%EDC%D5%EA%1Eb%A8Q%1E%12UQu%1Fx%B6%07%17%01%D9%F8%86%87%90%02%DD%BA%92%0B%D8h%D5j%14X%EC%FA%EB%CBq%FDE%CA%E3%03%B5%A6%15%E6%CF%CDr%8B-%0F&%B4lJ%F2%BC%99l%13R@%BET%93%E8z%EF7%BE%ED%83%C7[h%8BG%B3%D6Sb%AEd%D4'%D3%1B%97%F5%8C_W%E0%1E%A8%FC%BC%BC%0E%1Au%DD!B%0F%A4%D3%C48%CA%8EI%86f%820%AC%E7F!%82%A5Ny%97%95A}%8A%90%DC%05%DE%F5%B5`%A8%E3%98%E2%19%B1G%19Rq%A8\%BC{%89%89%A4%1C%1C%DC%F0%B2B%94%8C%A4b%C3%C1#%E7%87%92m!%A1%CCC%F6%13%F8G %C3%F6+%EE%DFz%DE%95%D49%E9p%13(%F9%A7%A3%17\%A9%9E%94%98%10J%F5@n%FB3%B7%89%BCJHw%C3%C8on%D3t%1E!%DAW%AB%E1%13%14%1E%9A%10%B5:!%0A%ADy%19%ED%22%18.Zh%FBe%8B%DD%0C7%01%B7%0Ab%FA%F0%C8jC%CC%1A%0A?j%2C]99.hd%16%16%CB%F7%D1K%D3'%B7Y%C7%BF9u@%8A%03%C6%F8%E1Z=b%E1^6%03%A0%ED%AB%7F%82%83%82%03%16%12?%C0%CAf%A6%EB%EE%DB%8F%01%D7#nKi%E2tp-v%DE%90%E3%F9%BC%1B%FB[%1C=%EC%93%87D%94JQ%C6q%C7%EEj%B2%1CS\%A7%DEF|%84%C5%C8K%8E%9F%10%87%FE%DB%0B%C0>O%BD%B8t%94%E5x>%DA%D8B7%E0iwb%EC&%BD%1D%D9%AA%A8%192{f%D9%00%8F?e%AE6X%B5%17%B1v%B15%92L%BF=%F4%F3%C0%D8u%F4%04%9D%25}%98%86;%E4a|^%D5Y:%CEl%06b%D8%81D%15z%D8%08%8EX%80%0A%E7%9B%E7nm%8F@%1AvNy%A9%83G%E2%AF%DE%CD%94%98%9AZ%7FE%E4%22%DB9%CBV%D7%A2z%BB%8A%C5%B3%0E|&%13%97%E5%A0u%D1%B5%82q9h%22%A9%9E%136%99%F1K%0AA%A8%936 \%84%09%DF%E0%C4%E8%14;%BDD!%0C>OiKg%86A`7S%D4;%9BH%E5i%C4%C2%0F?%83H%1D%F4fYz%D0%8E%92!%04]%DE%FF%2C%EE@%00%00%00%CFr%0Ct%89%8F%A3%BCk3%DF%12%00u%D4G%A7%1C&#1B>%E0z%05GT<%F5%0A%18{%86Q%B8%E0%D1%BC^3.%FB5%95%FE%8C%B8%BBZ%95%EB%C8c%14u%FA%22y7%D7%9E%81%15,
/SOFTWARE/Microsoft/IdentityCRL/Immersive/production/Token/{4B0964E4-58F1-47F4-A552-E2E1FC56DCD7}/DeviceId,SZ,0018C0051004273E,
/SOFTWARE/Microsoft/IdentityCRL/Immersive/production/Token/{4B0964E4-58F1-47F4-A552-E2E1FC56DCD7}/ApplicationFlags,DWORD,0x00000001,
/SOFTWARE/Microsoft/IdentityCRL/Immersive/production/Token/{67082621-8D18-4333-9C64-10DE93676363},KEY,,2022-04-11 15:16:17
